Date,Flight_No,Origin,Destination,Aircraft_Type,Capacity_KG,Booked_KG,Loaded_KG,Offloaded_KG,Revenue_INR,Delay_Minutes
2025-10-13,AI265,DEL,BOM,A320,18000,12023,11790,233,727275,41
2025-02-12,AI266,BOM,BLR,A321,20000,13822,13556,266,877519,50
2025-06-04,AI267,CCU,DEL,A321,20000,15957,15404,553,787656,0
2025-09-02,AI268,CCU,DEL,A321,20000,14462,14198,264,795051,29
2025-09-09,AI269,BOM,BLR,A320,18000,12445,12226,219,678586,74
2025-12-25,AI270,BOM,BLR,A321,20000,17062,16867,195,1063107,75
2025-10-24,AI271,DEL,HYD,A320,18000,15743,15354,389,877148,9
2025-04-10,AI272,CCU,BLR,A321,20000,16448,15536,912,836550,25
2025-10-05,AI273,BOM,BLR,A320,18000,14246,13236,1010,835831,87
2025-07-10,AI274,DEL,HYD,A320,18000,17180,16829,351,1022514,39
2025-01-19,AI275,DEL,HYD,A321,20000,19235,18359,876,984829,37
2025-01-19,AI276,BOM,BLR,A320,18000,13587,13296,291,685589,72
2025-04-13,AI277,CCU,DEL,A321,20000,16143,15071,1072,687291,10
2025-03-08,AI278,DEL,HYD,A321,20000,18880,18103,777,927436,5
2025-04-13,AI279,CCU,BLR,A321,20000,17131,16799,332,829215,34
2025-11-24,AI280,CCU,DEL,A320,18000,16050,15607,443,881206,41
2025-07-26,AI281,BOM,BLR,A321,20000,16695,15984,711,774453,88
2025-03-12,AI282,DEL,BOM,A320,18000,12705,11821,884,587929,86
2025-04-02,AI283,CCU,DEL,A320,18000,16030,15392,638,881981,82
2025-02-13,AI284,CCU,DEL,B787,35000,23248,22642,606,1094469,13
2025-10-01,AI285,DEL,HYD,A321,20000,18590,18252,338,996179,33
2025-01-15,AI286,DEL,BOM,A320,18000,12101,11583,518,531776,86
2025-09-28,AI287,BOM,BLR,B787,35000,24692,22911,1781,1316750,5
2025-10-11,AI288,CCU,DEL,A320,18000,12459,12232,227,684607,40
2025-07-09,AI289,BOM,BLR,A321,20000,14611,13875,736,841272,0
2025-05-26,AI290,CCU,BLR,A320,18000,14690,14181,509,801574,66
2025-05-27,AI291,DEL,HYD,A321,20000,17274,16876,398,920424,38
2025-12-11,AI292,CCU,BLR,A321,20000,19202,18319,883,842274,65
2025-03-06,AI293,DEL,BOM,A321,20000,13875,12850,1025,579803,56
2025-06-17,AI294,DEL,BOM,A320,18000,14490,13535,955,640719,22
2025-04-09,AI295,CCU,DEL,A321,20000,19443,18440,1003,844352,88
2025-08-23,AI296,DEL,BOM,A321,20000,16369,15509,860,711955,9
2025-04-09,AI297,CCU,DEL,B787,35000,24570,23833,737,1124457,3
2025-11-24,AI298,DEL,HYD,A321,20000,18094,17898,196,912997,33
2025-03-01,AI299,DEL,BOM,A321,20000,15789,15044,745,919510,47
2025-08-09,AI200,DEL,BOM,A321,20000,16637,16179,458,932389,87
2025-10-06,AI201,CCU,DEL,A321,20000,15448,15105,343,699764,4
2025-02-26,AI202,CCU,DEL,A321,20000,14231,13295,936,712698,41
2025-07-18,AI203,DEL,HYD,A320,18000,14654,13736,918,675231,51
2025-08-20,AI204,DEL,HYD,A321,20000,19435,18769,666,864653,34
2025-07-20,AI205,CCU,DEL,A321,20000,19261,18064,1197,951564,41
2025-12-16,AI206,BOM,BLR,B787,35000,29917,29243,674,1887149,9
2025-05-17,AI207,DEL,BOM,B787,35000,25720,24927,793,1514659,68
2025-10-07,AI208,BOM,BLR,B787,35000,29830,28765,1065,1355028,0
2025-04-27,AI209,CCU,DEL,B787,35000,29909,29309,600,1688188,41
2025-03-24,AI210,DEL,HYD,B787,35000,31056,28980,2076,1736265,64
2025-12-18,AI211,DEL,BOM,A320,18000,13459,12423,1036,787392,72
2025-01-28,AI212,DEL,BOM,A321,20000,13747,13457,290,777046,88
2025-07-21,AI213,CCU,DEL,A320,18000,12156,11477,679,604858,41
2025-08-18,AI214,DEL,BOM,A320,18000,14140,13781,359,635410,30
2025-03-24,AI215,DEL,BOM,B787,35000,23694,22096,1598,1171090,45
2025-04-04,AI216,BOM,BLR,A320,18000,17616,16641,975,1049791,70
2025-10-18,AI217,DEL,BOM,A320,18000,15747,14845,902,954082,10
2025-11-11,AI218,DEL,HYD,A320,18000,16225,15720,505,788558,28
2025-03-22,AI219,CCU,BLR,A321,20000,13767,12890,877,654290,60
2025-09-20,AI220,CCU,BLR,B787,35000,27511,25382,2129,1386066,89
2025-06-12,AI221,CCU,DEL,A321,20000,15422,15179,243,748609,55
2025-09-22,AI222,CCU,BLR,A320,18000,14860,14046,814,857622,5
2025-07-13,AI223,DEL,HYD,A321,20000,15071,14112,959,908745,8
2025-02-25,AI224,DEL,BOM,A321,20000,17294,16318,976,781563,67
2025-03-04,AI225,BOM,BLR,A320,18000,12764,12551,213,633650,63
2025-01-27,AI226,DEL,BOM,A321,20000,16885,16178,707,955420,21
2025-10-24,AI227,CCU,BLR,B787,35000,25431,23626,1805,1527867,85
2025-01-19,AI228,BOM,BLR,B787,35000,26730,25501,1229,1343464,26
2025-12-07,AI229,DEL,BOM,A321,20000,17530,16374,1156,1042049,1
2025-03-24,AI230,CCU,BLR,A321,20000,14509,13792,717,798305,13
2025-12-27,AI231,BOM,BLR,A321,20000,17474,17142,332,914466,21
2025-10-28,AI232,DEL,BOM,A320,18000,16652,15395,1257,863049,75
2025-09-06,AI233,CCU,DEL,A321,20000,16585,15495,1090,847887,31
2025-04-23,AI234,DEL,BOM,B787,35000,31269,30400,869,1584929,53
2025-08-21,AI235,CCU,BLR,A321,20000,15949,15076,873,889779,75
2025-08-18,AI236,CCU,DEL,A321,20000,19133,17829,1304,856840,30
2025-01-21,AI237,BOM,BLR,A320,18000,17573,16963,610,1057113,17
2025-01-13,AI238,DEL,HYD,B787,35000,32543,31451,1092,1637250,3
2025-11-27,AI239,DEL,HYD,A320,18000,12444,11873,571,621289,69
2025-07-03,AI240,DEL,BOM,A321,20000,16565,15439,1126,925087,69
2025-03-15,AI241,BOM,BLR,A321,20000,14636,13590,1046,865172,79
2025-12-15,AI242,CCU,BLR,A321,20000,19335,18889,446,1039195,45
2025-02-17,AI243,DEL,HYD,A321,20000,19590,19180,410,1004547,56
2025-06-19,AI244,DEL,BOM,A320,18000,13380,13073,307,817744,15
2025-07-11,AI245,DEL,HYD,A321,20000,17668,16819,849,925907,48
2025-02-14,AI246,DEL,HYD,A320,18000,14956,14803,153,942523,45
2025-05-23,AI247,DEL,HYD,A320,18000,12643,12427,216,762189,11
2025-08-10,AI248,DEL,BOM,A321,20000,15143,14985,158,915746,29
2025-05-21,AI249,CCU,DEL,A320,18000,14870,14274,596,701724,36
2025-05-08,AI250,DEL,HYD,A320,18000,13829,13068,761,681693,83
2025-04-05,AI251,CCU,BLR,A321,20000,15829,15531,298,965499,40
2025-10-25,AI252,CCU,DEL,B787,35000,28643,27571,1072,1650351,66
2025-07-17,AI253,BOM,BLR,A321,20000,14436,13552,884,796969,19
2025-05-01,AI254,CCU,DEL,A320,18000,13806,13501,305,835289,7
2025-06-07,AI255,DEL,BOM,A321,20000,16586,15525,1061,891319,53
2025-06-06,AI256,CCU,BLR,A321,20000,14609,14326,283,756129,53
2025-09-21,AI257,DEL,BOM,A320,18000,14658,14381,277,748995,28
2025-05-15,AI258,CCU,DEL,A321,20000,18752,17910,842,1019476,76
2025-03-26,AI259,CCU,DEL,A320,18000,12362,11796,566,566241,17
2025-01-24,AI260,CCU,BLR,A320,18000,16936,16614,322,902819,19
2025-07-12,AI261,BOM,BLR,A320,18000,13624,12629,995,604093,15
2025-01-23,AI262,BOM,BLR,B787,35000,30885,28783,2102,1367331,13
2025-07-19,AI263,BOM,BLR,B787,35000,22963,21538,1425,1219825,37
2025-09-02,AI264,BOM,BLR,A320,18000,15250,14766,484,899935,47
2025-08-21,AI265,DEL,HYD,A321,20000,17709,16622,1087,988553,78
2025-11-11,AI266,DEL,BOM,A320,18000,14612,13715,897,726001,78
2025-05-12,AI267,CCU,DEL,A320,18000,12115,11170,945,695388,85
2025-01-20,AI268,BOM,BLR,A321,20000,16254,15777,477,774312,7
2025-05-04,AI269,CCU,DEL,A320,18000,14308,13398,910,727003,75
2025-05-27,AI270,DEL,HYD,A321,20000,18687,18225,462,1167216,2
2025-11-18,AI271,DEL,HYD,A321,20000,19501,18378,1123,1036101,81
2025-10-14,AI272,DEL,HYD,A320,18000,13302,12322,980,591232,33
2025-05-04,AI273,CCU,DEL,A320,18000,14750,13723,1027,663310,12
2025-05-17,AI274,BOM,BLR,A320,18000,12444,12300,144,560522,70
2025-09-04,AI275,DEL,BOM,A321,20000,15413,14405,1008,707373,71
2025-05-01,AI276,DEL,BOM,B787,35000,26203,24389,1814,1555271,79
2025-08-19,AI277,BOM,BLR,B787,35000,23318,22857,461,1114799,7
2025-03-09,AI278,DEL,HYD,B787,35000,24070,22619,1451,1308337,88
2025-07-06,AI279,CCU,DEL,A320,18000,15835,15154,681,810382,34
2025-03-24,AI280,CCU,BLR,B787,35000,26221,25620,601,1387912,53
2025-11-01,AI281,DEL,HYD,B787,35000,33130,32675,455,1603030,79
2025-09-28,AI282,DEL,HYD,A321,20000,18058,17006,1052,840950,89
2025-03-22,AI283,CCU,DEL,A320,18000,14186,13344,842,741256,55
2025-09-07,AI284,CCU,BLR,A321,20000,17932,16541,1391,932147,1
2025-05-27,AI285,BOM,BLR,A320,18000,13431,12809,622,751388,2
2025-07-13,AI286,BOM,BLR,A321,20000,19537,18671,866,1008529,21
2025-04-18,AI287,CCU,BLR,A320,18000,13209,13020,189,792757,4
2025-02-03,AI288,BOM,BLR,A320,18000,14345,13983,362,761350,32
2025-05-28,AI289,DEL,BOM,A321,20000,15996,15762,234,761778,28
2025-04-06,AI290,DEL,BOM,B787,35000,27097,25524,1573,1197171,46
2025-09-11,AI291,DEL,HYD,B787,35000,31244,30900,344,1790277,19
2025-04-04,AI292,DEL,HYD,A320,18000,15697,15124,573,907871,20
2025-03-02,AI293,CCU,DEL,B787,35000,26865,25648,1217,1650982,89
2025-02-28,AI294,DEL,BOM,A321,20000,15405,15039,366,783948,83
2025-03-14,AI295,CCU,BLR,B787,35000,32471,30391,2080,1541423,23
2025-02-05,AI296,DEL,HYD,A321,20000,15266,14633,633,687380,77
2025-12-01,AI297,BOM,BLR,A320,18000,12763,12506,257,678471,45
2025-05-19,AI298,DEL,BOM,B787,35000,34298,33856,442,1571336,58
2025-04-14,AI299,BOM,BLR,B787,35000,33675,31523,2152,1870983,76
2025-03-18,AI200,CCU,DEL,A320,18000,16149,15081,1068,680220,53
2025-08-14,AI201,CCU,DEL,A320,18000,15851,15331,520,759214,78
2025-11-13,AI202,CCU,DEL,A320,18000,13721,13372,349,855530,80
2025-10-06,AI203,DEL,HYD,A320,18000,13206,12734,472,606238,56
2025-03-05,AI204,CCU,DEL,B787,35000,24578,23995,583,1297095,49
2025-07-28,AI205,BOM,BLR,A321,20000,19450,18767,683,1147978,33
2025-01-07,AI206,DEL,HYD,A321,20000,19424,18144,1280,1111697,15
2025-02-15,AI207,DEL,BOM,A320,18000,15119,14532,587,840739,9
2025-02-22,AI208,BOM,BLR,A320,18000,13838,13305,533,733913,8
2025-05-03,AI209,CCU,DEL,A321,20000,16790,16389,401,932537,60
2025-07-26,AI210,DEL,BOM,A320,18000,13922,13018,904,826482,9
2025-05-09,AI211,CCU,DEL,B787,35000,30616,29259,1357,1317670,82
2025-07-01,AI212,CCU,BLR,A320,18000,14369,14003,366,733314,42
2025-03-06,AI213,CCU,BLR,A320,18000,13627,13346,281,645778,15
2025-07-09,AI214,BOM,BLR,A320,18000,14836,14276,560,823044,2
2025-09-21,AI215,DEL,BOM,A320,18000,17054,16398,656,770084,61
2025-08-02,AI216,CCU,BLR,A321,20000,19363,18679,684,1121807,69
2025-09-28,AI217,DEL,BOM,B787,35000,27757,25858,1899,1613431,55
2025-10-21,AI218,BOM,BLR,B787,35000,30788,29631,1157,1881627,4
2025-12-05,AI219,CCU,BLR,B787,35000,33518,31416,2102,1679338,80
2025-11-25,AI220,DEL,BOM,A320,18000,15523,14511,1012,771391,86
2025-08-26,AI221,DEL,HYD,A321,20000,18149,17086,1063,930720,55
2025-01-22,AI222,CCU,BLR,B787,35000,26092,25641,451,1581007,41
2025-10-15,AI223,CCU,BLR,A320,18000,17371,16279,1092,822475,42
2025-11-25,AI224,CCU,BLR,A320,18000,17406,16065,1341,778987,54
2025-10-04,AI225,DEL,HYD,A321,20000,17729,17269,460,1032145,4
2025-12-07,AI226,DEL,BOM,A320,18000,15283,14186,1097,700150,34
2025-08-22,AI227,CCU,DEL,B787,35000,33706,31498,2208,2034186,29
2025-05-13,AI228,CCU,DEL,B787,35000,29872,28295,1577,1507277,64
2025-02-21,AI229,DEL,HYD,A320,18000,15251,14108,1143,752860,49
2025-12-26,AI230,CCU,BLR,A320,18000,17309,16433,876,789453,47
2025-01-22,AI231,DEL,HYD,A320,18000,14197,13467,730,792027,16
2025-09-26,AI232,BOM,BLR,A320,18000,14831,13834,997,734147,14
2025-06-01,AI233,CCU,DEL,B787,35000,24913,24448,465,1265196,71
2025-03-14,AI234,CCU,BLR,A320,18000,15917,14967,950,877965,65
2025-11-22,AI235,CCU,BLR,A320,18000,12831,11882,949,563072,4
2025-06-16,AI236,DEL,HYD,A321,20000,14882,13693,1189,878881,65
2025-04-02,AI237,CCU,BLR,A321,20000,14868,14176,692,721932,84
2025-11-02,AI238,DEL,HYD,A320,18000,13532,12565,967,812976,65
2025-11-27,AI239,DEL,BOM,A321,20000,15346,14388,958,677532,69
2025-01-08,AI240,BOM,BLR,A321,20000,19593,18467,1126,1082050,13
2025-02-02,AI241,CCU,DEL,A320,18000,12335,11741,594,665744,8
2025-03-24,AI242,DEL,BOM,A321,20000,13262,13068,194,731405,35
2025-09-15,AI243,BOM,BLR,A320,18000,12982,12176,806,565215,48
2025-11-14,AI244,CCU,BLR,A320,18000,16965,16260,705,857504,7
2025-04-10,AI245,DEL,BOM,B787,35000,33438,30953,2485,1499786,4
2025-03-11,AI246,DEL,BOM,B787,35000,26279,25784,495,1176444,6
2025-10-27,AI247,BOM,BLR,B787,35000,33070,31888,1182,1558464,61
2025-06-23,AI248,DEL,BOM,A321,20000,14871,13686,1185,616263,51
2025-01-05,AI249,DEL,BOM,A320,18000,12508,11951,557,732914,81
2025-03-14,AI250,CCU,BLR,A320,18000,14731,13839,892,741779,70
2025-03-02,AI251,DEL,BOM,B787,35000,33385,32963,422,2126508,64
2025-10-13,AI252,CCU,BLR,B787,35000,30388,28455,1933,1501652,18
2025-10-19,AI253,DEL,BOM,B787,35000,27930,26834,1096,1472420,87
2025-01-16,AI254,CCU,DEL,A320,18000,12258,11885,373,697127,76
2025-03-01,AI255,CCU,BLR,A320,18000,11836,11601,235,650843,65
2025-12-26,AI256,CCU,BLR,A320,18000,13189,12649,540,795317,26
2025-07-08,AI257,BOM,BLR,A320,18000,14453,14096,357,669308,66
2025-12-12,AI258,DEL,BOM,A320,18000,12903,12589,314,688161,13
2025-07-25,AI259,CCU,DEL,A320,18000,15110,14439,671,757282,19
2025-12-02,AI260,DEL,BOM,A320,18000,15408,14900,508,810690,48
2025-09-14,AI261,CCU,BLR,B787,35000,28799,26817,1982,1288463,53
2025-03-07,AI262,BOM,BLR,A321,20000,17712,16548,1164,1024110,48
2025-01-13,AI263,BOM,BLR,B787,35000,30529,29955,574,1524549,70
2025-09-14,AI264,DEL,HYD,A321,20000,16114,15529,585,947241,3
2025-06-04,AI265,BOM,BLR,A320,18000,13129,12820,309,683375,23
2025-06-11,AI266,CCU,BLR,A320,18000,13096,12375,721,716469,15
2025-07-14,AI267,CCU,DEL,A320,18000,14324,14127,197,857877,63
2025-08-24,AI268,DEL,BOM,A321,20000,14767,13603,1164,799707,85
2025-04-08,AI269,BOM,BLR,A321,20000,18014,16578,1436,761940,70
2025-11-04,AI270,CCU,DEL,A320,18000,12198,11971,227,587442,87
2025-09-09,AI271,BOM,BLR,A320,18000,11902,11051,851,704371,82
2025-07-17,AI272,CCU,DEL,A320,18000,17366,16842,524,1052508,46
2025-02-23,AI273,CCU,BLR,A321,20000,14930,14468,462,849555,72
2025-01-11,AI274,CCU,DEL,A321,20000,19027,18042,985,1148821,35
2025-08-14,AI275,DEL,BOM,A320,18000,12578,11631,947,645034,1
2025-09-01,AI276,DEL,HYD,A321,20000,19084,18305,779,1021182,23
2025-06-04,AI277,CCU,DEL,A321,20000,16251,15036,1215,706228,42
2025-06-03,AI278,BOM,BLR,A320,18000,15741,14842,899,760531,61
2025-12-16,AI279,CCU,BLR,A320,18000,15045,14612,433,821034,31
2025-07-17,AI280,DEL,HYD,A320,18000,17523,16635,888,759555,83
2025-09-19,AI281,CCU,BLR,B787,35000,26339,24621,1718,1316989,78
2025-02-12,AI282,DEL,BOM,A320,18000,16453,15868,585,775496,48
2025-05-04,AI283,CCU,BLR,A321,20000,18722,18008,714,1000557,16
2025-04-21,AI284,BOM,BLR,A321,20000,19409,19095,314,1072786,75
2025-11-06,AI285,CCU,DEL,A321,20000,17674,16364,1310,962461,6
2025-12-06,AI286,CCU,DEL,B787,35000,27025,25328,1697,1405440,32
2025-03-17,AI287,CCU,BLR,B787,35000,27116,26314,802,1690000,18
2025-06-18,AI288,CCU,DEL,A320,18000,16547,15964,583,845445,53
2025-12-02,AI289,CCU,BLR,B787,35000,28031,25879,2152,1264713,29
2025-10-28,AI290,DEL,BOM,A321,20000,16712,16461,251,879168,1
2025-05-02,AI291,CCU,DEL,B787,35000,26402,25186,1216,1287074,76
2025-03-01,AI292,DEL,BOM,B787,35000,26467,26078,389,1661686,27
2025-07-21,AI293,DEL,BOM,B787,35000,31458,30001,1457,1585866,9
2025-07-18,AI294,CCU,DEL,B787,35000,26898,25212,1686,1578099,0
2025-07-14,AI295,CCU,BLR,B787,35000,26251,24327,1924,1131411,67
2025-12-21,AI296,DEL,BOM,A321,20000,17123,16145,978,875403,87
2025-02-01,AI297,CCU,DEL,A321,20000,16639,15587,1052,794529,80
2025-08-21,AI298,CCU,BLR,A321,20000,15243,14055,1188,728539,81
2025-04-07,AI299,DEL,BOM,A320,18000,15102,14166,936,664730,15
2025-11-21,AI200,BOM,BLR,A320,18000,15687,14461,1226,816235,28
2025-08-20,AI201,BOM,BLR,B787,35000,23753,23162,591,1274902,81
2025-07-08,AI202,BOM,BLR,A321,20000,19079,18167,912,992672,76
2025-01-06,AI203,CCU,DEL,A321,20000,18370,17822,548,938394,14
2025-01-06,AI204,CCU,BLR,B787,35000,28420,27259,1161,1407544,87
2025-09-10,AI205,DEL,HYD,A320,18000,14175,13736,439,764327,5
2025-05-27,AI206,CCU,DEL,B787,35000,23086,21785,1301,1322474,50
2025-09-01,AI207,DEL,HYD,B787,35000,31013,29056,1957,1865321,15
2025-10-21,AI208,DEL,HYD,A321,20000,14876,14704,172,917113,31
2025-12-08,AI209,CCU,BLR,A320,18000,15608,15185,423,834112,64
2025-11-25,AI210,DEL,BOM,A321,20000,18000,17680,320,921771,52
2025-08-08,AI211,DEL,BOM,A321,20000,14531,14209,322,658544,17
2025-08-08,AI212,CCU,BLR,A321,20000,16129,15933,196,853041,22
2025-12-01,AI213,DEL,HYD,A321,20000,14470,13803,667,752867,9
2025-03-26,AI214,DEL,BOM,A320,18000,13877,13312,565,629935,78
2025-02-04,AI215,DEL,BOM,A320,18000,15338,14206,1132,814291,78
2025-07-10,AI216,CCU,DEL,B787,35000,26620,25003,1617,1242903,16
2025-07-11,AI217,DEL,BOM,B787,35000,30532,29806,726,1893430,48
2025-08-25,AI218,DEL,HYD,A321,20000,14648,14269,379,768547,61
2025-02-21,AI219,BOM,BLR,A321,20000,16880,16372,508,988162,52
2025-10-26,AI220,CCU,BLR,A320,18000,16571,15548,1023,790268,30
2025-09-17,AI221,DEL,BOM,A320,18000,13424,12657,767,629491,41
2025-08-07,AI222,CCU,DEL,A320,18000,14076,12969,1107,665972,15
2025-02-04,AI223,CCU,BLR,B787,35000,30996,30683,313,1447103,12
2025-08-27,AI224,CCU,DEL,B787,35000,33841,31294,2547,1731260,4
2025-10-14,AI225,CCU,BLR,A320,18000,16070,15739,331,986439,83
2025-02-12,AI226,BOM,BLR,A320,18000,12163,11740,423,633515,84
2025-06-24,AI227,BOM,BLR,A321,20000,14079,13806,273,658544,2
2025-12-25,AI228,DEL,BOM,A321,20000,16958,16141,817,957865,27
2025-02-10,AI229,DEL,BOM,A320,18000,13000,12145,855,675221,82
2025-03-17,AI230,DEL,BOM,A321,20000,13390,12923,467,838968,74
2025-11-06,AI231,CCU,BLR,A321,20000,18900,18017,883,1022806,13
2025-09-19,AI232,DEL,HYD,A321,20000,15186,14370,816,700035,59
2025-01-16,AI233,DEL,BOM,A321,20000,18681,17837,844,951206,8
2025-12-02,AI234,CCU,DEL,A320,18000,12890,12094,796,610625,89
2025-04-26,AI235,BOM,BLR,A321,20000,14033,13581,452,666829,1
2025-02-03,AI236,CCU,BLR,A321,20000,13963,13182,781,807970,44
2025-05-17,AI237,CCU,DEL,A321,20000,18348,17634,714,961831,53
2025-11-11,AI238,CCU,BLR,A320,18000,15868,15427,441,801993,88
2025-07-27,AI239,DEL,BOM,A320,18000,16612,15381,1231,843935,18
2025-05-21,AI240,BOM,BLR,A321,20000,17007,16586,421,920873,27
2025-03-16,AI241,BOM,BLR,A320,18000,14948,14164,784,664050,81
2025-05-16,AI242,BOM,BLR,A321,20000,19099,17747,1352,901484,67
2025-05-23,AI243,DEL,BOM,A321,20000,16067,15848,219,811777,86
2025-08-25,AI244,CCU,BLR,A320,18000,13303,12695,608,590148,25
2025-03-14,AI245,BOM,BLR,A320,18000,14076,13544,532,644936,60
2025-08-24,AI246,CCU,BLR,A321,20000,15503,14441,1062,901500,15
2025-05-04,AI247,CCU,DEL,A321,20000,13630,13244,386,655354,85
2025-12-28,AI248,DEL,HYD,A320,18000,14161,13336,825,600954,85
2025-03-12,AI249,BOM,BLR,B787,35000,31721,30874,847,1499436,24
2025-08-04,AI250,BOM,BLR,A321,20000,14331,13494,837,839148,51
2025-06-15,AI251,DEL,BOM,A321,20000,16758,16283,475,1025263,68
2025-06-27,AI252,CCU,DEL,A320,18000,14576,13415,1161,661563,78
2025-07-21,AI253,DEL,BOM,A320,18000,12572,11883,689,691572,77
2025-05-27,AI254,BOM,BLR,A320,18000,11964,11055,909,684106,87
2025-10-16,AI255,CCU,DEL,A320,18000,16694,16511,183,848926,54
2025-06-10,AI256,CCU,BLR,A320,18000,14189,13855,334,762968,24
2025-12-17,AI257,DEL,HYD,B787,35000,33686,32740,946,1893275,11
2025-05-10,AI258,DEL,BOM,B787,35000,28165,26814,1351,1323263,68
2025-03-22,AI259,DEL,HYD,B787,35000,32905,31236,1669,1534274,24
2025-11-03,AI260,CCU,DEL,A320,18000,15625,14473,1152,804913,80
2025-08-05,AI261,CCU,DEL,A320,18000,15123,14333,790,654640,26
2025-10-10,AI262,CCU,BLR,B787,35000,33346,32890,456,1576311,33
2025-02-08,AI263,BOM,BLR,A320,18000,13428,13235,193,820926,26
2025-04-03,AI264,CCU,BLR,A320,18000,13992,13369,623,632296,75
2025-09-19,AI265,CCU,BLR,A320,18000,14415,13599,816,649453,78
2025-10-07,AI266,CCU,BLR,A320,18000,13663,12684,979,797486,1
2025-08-27,AI267,BOM,BLR,A320,18000,14907,14677,230,720301,3
2025-02-26,AI268,BOM,BLR,B787,35000,24500,22805,1695,1208742,42
2025-09-15,AI269,DEL,BOM,A321,20000,13509,12763,746,622932,82
2025-12-23,AI270,DEL,HYD,B787,35000,23744,22706,1038,1137136,48
2025-08-11,AI271,CCU,BLR,B787,35000,25664,23807,1857,1321617,25
2025-01-09,AI272,DEL,HYD,B787,35000,27598,27118,480,1437387,4
2025-05-04,AI273,CCU,BLR,B787,35000,26643,24547,2096,1376211,50
2025-03-10,AI274,DEL,BOM,B787,35000,28944,27917,1027,1352340,35
2025-05-22,AI275,CCU,BLR,B787,35000,33490,31550,1940,1461850,17
2025-01-08,AI276,DEL,HYD,A320,18000,14011,12931,1080,759392,87
2025-09-28,AI277,DEL,HYD,B787,35000,31032,30250,782,1584124,31
2025-08-20,AI278,BOM,BLR,A320,18000,16857,16535,322,935755,48
2025-07-17,AI279,DEL,HYD,A320,18000,17164,15888,1276,1023409,76
2025-08-08,AI280,CCU,DEL,A320,18000,16464,15984,480,960466,75
2025-08-14,AI281,BOM,BLR,A320,18000,12743,11820,923,602731,63
2025-09-01,AI282,DEL,HYD,A321,20000,17843,17348,495,1029845,6
2025-08-21,AI283,DEL,BOM,A320,18000,14933,14284,649,752309,34
2025-09-07,AI284,DEL,HYD,A320,18000,15462,15207,255,731342,1
2025-01-08,AI285,DEL,BOM,B787,35000,32503,30323,2180,1770475,60
2025-06-03,AI286,BOM,BLR,A321,20000,16756,15448,1308,772051,59
2025-06-18,AI287,CCU,DEL,A321,20000,13095,12866,229,824661,56
2025-11-17,AI288,CCU,DEL,A320,18000,16026,15438,588,775565,52
2025-04-22,AI289,CCU,BLR,A320,18000,12374,12002,372,699867,21
2025-03-22,AI290,BOM,BLR,A320,18000,15443,14267,1176,745489,46
2025-12-04,AI291,DEL,HYD,A320,18000,17173,16959,214,911931,70
2025-06-05,AI292,CCU,DEL,A320,18000,17232,15934,1298,1012312,35
2025-01-09,AI293,BOM,BLR,A320,18000,16435,15543,892,885382,11
2025-06-05,AI294,BOM,BLR,A320,18000,13072,12786,286,579878,52
2025-10-18,AI295,CCU,DEL,A320,18000,14624,13871,753,741971,42
2025-11-05,AI296,CCU,BLR,A321,20000,19580,18323,1257,882951,81
2025-01-08,AI297,DEL,BOM,B787,35000,27119,25756,1363,1627324,51
2025-12-19,AI298,DEL,HYD,A321,20000,13523,12839,684,793008,82
2025-09-13,AI299,CCU,BLR,A321,20000,16302,16016,286,743207,49
2025-05-05,AI200,DEL,BOM,A321,20000,17003,16246,757,819880,87
2025-11-09,AI201,DEL,BOM,A320,18000,16246,15656,590,818199,0
2025-01-21,AI202,DEL,HYD,A320,18000,17586,16240,1346,812925,38
2025-08-05,AI203,CCU,DEL,A320,18000,15057,14045,1012,848305,87
2025-06-23,AI204,BOM,BLR,A321,20000,17754,17309,445,1054758,63
2025-09-13,AI205,DEL,BOM,A321,20000,16247,15531,716,832167,87
2025-05-12,AI206,BOM,BLR,A321,20000,17539,16152,1387,737481,61
2025-12-08,AI207,CCU,DEL,A320,18000,13413,12358,1055,688384,78
2025-07-09,AI208,BOM,BLR,A321,20000,15409,14692,717,924369,44
2025-05-28,AI209,BOM,BLR,A320,18000,12797,12270,527,706394,84
2025-12-28,AI210,CCU,DEL,A321,20000,19059,18010,1049,928689,42
2025-04-06,AI211,DEL,BOM,B787,35000,26984,26442,542,1409598,18
2025-05-17,AI212,CCU,BLR,A320,18000,13287,13032,255,688668,44
2025-12-06,AI213,CCU,BLR,A320,18000,12912,11967,945,685247,86
2025-04-26,AI214,DEL,HYD,A321,20000,19397,17930,1467,988972,26
2025-10-16,AI215,DEL,BOM,B787,35000,30981,28700,2281,1649137,14
2025-04-05,AI216,CCU,DEL,A320,18000,15641,15470,171,765278,70
2025-09-08,AI217,CCU,DEL,B787,35000,24295,22662,1633,1269399,55
2025-04-13,AI218,CCU,DEL,A320,18000,14503,13671,832,681352,22
2025-02-18,AI219,DEL,BOM,A321,20000,19471,19155,316,1145992,35
2025-10-15,AI220,BOM,BLR,A321,20000,13760,12723,1037,789964,22
2025-08-10,AI221,DEL,HYD,A321,20000,16545,15263,1282,836967,53
2025-10-04,AI222,BOM,BLR,A321,20000,13733,12732,1001,716126,10
2025-11-14,AI223,DEL,BOM,A321,20000,18638,18025,613,1054227,57
2025-06-28,AI224,CCU,BLR,B787,35000,27611,25580,2031,1253054,69
